order_gid,order_name,order_created_at,order_processed_at,order_financial_status,order_total_amount,order_currency,transaction_gid,transaction_kind,transaction_status,transaction_gateway,transaction_created_at,transaction_processed_at,transaction_amount,transaction_currency,fee_type,fee_amount,fee_currency,fee_tax_amount,fee_tax_currency,fee_rate_name,fee_flat_fee_name,fee_rate
gid://shopify/Order/7694009303230,#1529,2026-05-02T18:02:49Z,2026-05-02T18:02:46Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9261097779390,CAPTURE,SUCCESS,shopify_payments,2026-05-02T18:02:50Z,2026-05-02T18:02:50Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7694132576446,#1530,2026-05-02T19:00:10Z,2026-05-02T19:00:07Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9261259227326,CAPTURE,SUCCESS,shopify_payments,2026-05-02T19:00:11Z,2026-05-02T19:00:11Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7694291566782,#1531,2026-05-02T20:22:00Z,2026-05-02T20:21:55Z,PAID,29.0,USD,gid://shopify/OrderTransaction/9261490634942,SALE,SUCCESS,shopify_payments,2026-05-02T20:21:55Z,2026-05-02T20:21:55Z,29.0,USD,processing_fee,1.03,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7694488338622,#1532,2026-05-02T22:17:33Z,2026-05-02T22:17:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9261800227006,CAPTURE,SUCCESS,shopify_payments,2026-05-02T22:17:35Z,2026-05-02T22:17:35Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7694654472382,#1534,2026-05-03T00:19:21Z,2026-05-03T00:19:19Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9262031110334,CAPTURE,SUCCESS,shopify_payments,2026-05-03T00:19:22Z,2026-05-03T00:19:22Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7694654472382,#1534,2026-05-03T00:19:21Z,2026-05-03T00:19:19Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9262031634622,SALE,SUCCESS,shopify_payments,2026-05-03T00:19:40Z,2026-05-03T00:19:40Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7694833287358,#1535,2026-05-03T02:25:51Z,2026-05-03T02:25:47Z,PAID,77.85,USD,gid://shopify/OrderTransaction/9262272774334,CAPTURE,SUCCESS,shopify_payments,2026-05-03T02:25:52Z,2026-05-03T02:25:52Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7694833287358,#1535,2026-05-03T02:25:51Z,2026-05-03T02:25:47Z,PAID,77.85,USD,gid://shopify/OrderTransaction/9262275297470,SALE,SUCCESS,shopify_payments,2026-05-03T02:27:27Z,2026-05-03T02:27:27Z,18.85,USD,processing_fee,0.77,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7694881194174,#1536,2026-05-03T03:02:37Z,2026-05-03T03:02:33Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9262338146494,CAPTURE,SUCCESS,shopify_payments,2026-05-03T03:02:38Z,2026-05-03T03:02:38Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7694981464254,#1537,2026-05-03T04:15:46Z,2026-05-03T04:15:44Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9262467875006,CAPTURE,SUCCESS,shopify_payments,2026-05-03T04:15:47Z,2026-05-03T04:15:47Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695007318206,#1538,2026-05-03T04:24:25Z,2026-05-03T04:24:24Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9262498382014,CAPTURE,SUCCESS,shopify_payments,2026-05-03T04:24:26Z,2026-05-03T04:24:26Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7695045623998,#1539,2026-05-03T04:56:09Z,2026-05-03T04:56:08Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9262551630014,CAPTURE,SUCCESS,shopify_payments,2026-05-03T04:56:10Z,2026-05-03T04:56:10Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7695115419838,#1540,2026-05-03T05:41:32Z,2026-05-03T05:41:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9262643347646,CAPTURE,SUCCESS,shopify_payments,2026-05-03T05:41:33Z,2026-05-03T05:41:33Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695168635070,#1542,2026-05-03T06:27:28Z,2026-05-03T06:27:25Z,PAID,29.0,USD,gid://shopify/OrderTransaction/9262714159294,CAPTURE,SUCCESS,shopify_payments,2026-05-03T06:27:29Z,2026-05-03T06:27:29Z,29.0,USD,processing_fee,1.03,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695405678782,#1543,2026-05-03T10:35:57Z,2026-05-03T10:35:52Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9263048556734,CAPTURE,SUCCESS,shopify_payments,2026-05-03T10:35:58Z,2026-05-03T10:35:58Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695490482366,#1545,2026-05-03T12:02:53Z,2026-05-03T12:02:50Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9263174516926,CAPTURE,SUCCESS,shopify_payments,2026-05-03T12:02:54Z,2026-05-03T12:02:54Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7695490482366,#1545,2026-05-03T12:02:53Z,2026-05-03T12:02:50Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9263174910142,SALE,SUCCESS,shopify_payments,2026-05-03T12:03:09Z,2026-05-03T12:03:09Z,47.2,USD,processing_fee,1.76,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7695511650494,#1546,2026-05-03T12:12:42Z,2026-05-03T12:12:39Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9263191621822,CAPTURE,SUCCESS,shopify_payments,2026-05-03T12:12:44Z,2026-05-03T12:12:44Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7695519645886,#1547,2026-05-03T12:19:47Z,2026-05-03T12:19:41Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9263203418302,SALE,SUCCESS,shopify_payments,2026-05-03T12:19:42Z,2026-05-03T12:19:42Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695626731710,#1548,2026-05-03T13:42:56Z,2026-05-03T13:42:53Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9263370961086,CAPTURE,SUCCESS,shopify_payments,2026-05-03T13:42:57Z,2026-05-03T13:42:57Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695653077182,#1549,2026-05-03T14:03:06Z,2026-05-03T14:03:03Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9263407530174,CAPTURE,SUCCESS,shopify_payments,2026-05-03T14:03:08Z,2026-05-03T14:03:08Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695671591102,#1550,2026-05-03T14:14:43Z,2026-05-03T14:14:39Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9263432532158,CAPTURE,SUCCESS,shopify_payments,2026-05-03T14:14:45Z,2026-05-03T14:14:45Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695714681022,#1551,2026-05-03T14:43:09Z,2026-05-03T14:43:08Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9263491514558,CAPTURE,SUCCESS,shopify_payments,2026-05-03T14:43:10Z,2026-05-03T14:43:10Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7695718940862,#1552,2026-05-03T14:46:18Z,2026-05-03T14:46:14Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9263497085118,CAPTURE,SUCCESS,shopify_payments,2026-05-03T14:46:19Z,2026-05-03T14:46:19Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7695731851454,#1553,2026-05-03T14:54:11Z,2026-05-03T14:54:11Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9263513370814,CAPTURE,SUCCESS,shopify_payments,2026-05-03T14:54:12Z,2026-05-03T14:54:12Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7696010346686,#1555,2026-05-03T16:16:05Z,2026-05-03T16:16:02Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9263847276734,CAPTURE,SUCCESS,shopify_payments,2026-05-03T16:16:06Z,2026-05-03T16:16:06Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696015589566,#1556,2026-05-03T16:17:16Z,2026-05-03T16:17:12Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9263852978366,CAPTURE,SUCCESS,shopify_payments,2026-05-03T16:17:17Z,2026-05-03T16:17:17Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696241590462,#1557,2026-05-03T17:06:56Z,2026-05-03T17:06:52Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9264113549502,CAPTURE,SUCCESS,shopify_payments,2026-05-03T17:06:57Z,2026-05-03T17:06:57Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696314204350,#1558,2026-05-03T17:24:59Z,2026-05-03T17:24:58Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9264202023102,CAPTURE,SUCCESS,shopify_payments,2026-05-03T17:25:00Z,2026-05-03T17:25:00Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7696372990142,#1559,2026-05-03T17:55:00Z,2026-05-03T17:54:55Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9264284631230,CAPTURE,SUCCESS,shopify_payments,2026-05-03T17:55:02Z,2026-05-03T17:55:02Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696385638590,#1560,2026-05-03T18:01:19Z,2026-05-03T18:01:18Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9264305438910,CAPTURE,SUCCESS,shopify_payments,2026-05-03T18:01:20Z,2026-05-03T18:01:20Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7696386785470,#1561,2026-05-03T18:02:01Z,2026-05-03T18:01:58Z,PAID,110.0,USD,gid://shopify/OrderTransaction/9264307798206,CAPTURE,SUCCESS,shopify_payments,2026-05-03T18:02:02Z,2026-05-03T18:02:02Z,110.0,USD,processing_fee,3.05,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696429646014,#1562,2026-05-03T18:22:16Z,2026-05-03T18:22:14Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9264373170366,CAPTURE,SUCCESS,shopify_payments,2026-05-03T18:22:18Z,2026-05-03T18:22:18Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696523428030,#1563,2026-05-03T19:09:41Z,2026-05-03T19:09:37Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9264509649086,CAPTURE,SUCCESS,shopify_payments,2026-05-03T19:09:42Z,2026-05-03T19:09:42Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696582344894,#1564,2026-05-03T19:39:28Z,2026-05-03T19:39:25Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9264600776894,CAPTURE,SUCCESS,shopify_payments,2026-05-03T19:39:29Z,2026-05-03T19:39:29Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696636510398,#1565,2026-05-03T20:08:22Z,2026-05-03T20:08:19Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9264674832574,CAPTURE,SUCCESS,shopify_payments,2026-05-03T20:08:24Z,2026-05-03T20:08:24Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696666525886,#1566,2026-05-03T20:24:15Z,2026-05-03T20:24:10Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9264726835390,CAPTURE,SUCCESS,shopify_payments,2026-05-03T20:24:16Z,2026-05-03T20:24:16Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696710926526,#1568,2026-05-03T20:48:38Z,2026-05-03T20:48:35Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9264798695614,CAPTURE,SUCCESS,shopify_payments,2026-05-03T20:48:39Z,2026-05-03T20:48:39Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7696710926526,#1568,2026-05-03T20:48:38Z,2026-05-03T20:48:35Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9264799449278,SALE,SUCCESS,shopify_payments,2026-05-03T20:48:52Z,2026-05-03T20:48:52Z,47.2,USD,processing_fee,1.76,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7696747135166,#1569,2026-05-03T21:08:43Z,2026-05-03T21:08:41Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9264846176446,CAPTURE,SUCCESS,shopify_payments,2026-05-03T21:08:44Z,2026-05-03T21:08:44Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696776429758,#1570,2026-05-03T21:26:25Z,2026-05-03T21:26:24Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9264886218942,CAPTURE,SUCCESS,shopify_payments,2026-05-03T21:26:25Z,2026-05-03T21:26:25Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7696857170110,#1573,2026-05-03T22:15:37Z,2026-05-03T22:15:32Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9264996843710,CAPTURE,SUCCESS,shopify_payments,2026-05-03T22:15:38Z,2026-05-03T22:15:38Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696884531390,#1574,2026-05-03T22:33:17Z,2026-05-03T22:33:14Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9265032986814,CAPTURE,SUCCESS,shopify_payments,2026-05-03T22:33:18Z,2026-05-03T22:33:18Z,88.0,USD,processing_fee,2.5,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696898556094,#1575,2026-05-03T22:41:39Z,2026-05-03T22:41:36Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9265051828414,CAPTURE,SUCCESS,shopify_payments,2026-05-03T22:41:40Z,2026-05-03T22:41:40Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696947347646,#1576,2026-05-03T23:13:54Z,2026-05-03T23:13:50Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9265117724862,CAPTURE,SUCCESS,shopify_payments,2026-05-03T23:13:55Z,2026-05-03T23:13:55Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7696950263998,#1577,2026-05-03T23:15:55Z,2026-05-03T23:15:54Z,PARTIALLY_REFUNDED,106.2,USD,gid://shopify/OrderTransaction/9265122148542,CAPTURE,SUCCESS,shopify_payments,2026-05-03T23:15:56Z,2026-05-03T23:15:56Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7696950263998,#1577,2026-05-03T23:15:55Z,2026-05-03T23:15:54Z,PARTIALLY_REFUNDED,106.2,USD,gid://shopify/OrderTransaction/9265122672830,SALE,SUCCESS,shopify_payments,2026-05-03T23:16:12Z,2026-05-03T23:16:12Z,47.2,USD,processing_fee,2.14,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7696954261694,#1578,2026-05-03T23:19:00Z,2026-05-03T23:18:57Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9265127784638,CAPTURE,SUCCESS,shopify_payments,2026-05-03T23:19:01Z,2026-05-03T23:19:01Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7696971333822,#1579,2026-05-03T23:29:01Z,2026-05-03T23:28:57Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9265148297406,CAPTURE,SUCCESS,shopify_payments,2026-05-03T23:29:02Z,2026-05-03T23:29:02Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697036574910,#1580,2026-05-04T00:14:03Z,2026-05-04T00:13:59Z,PAID,76.2,USD,gid://shopify/OrderTransaction/9265234247870,CAPTURE,SUCCESS,shopify_payments,2026-05-04T00:14:04Z,2026-05-04T00:14:04Z,29.0,USD,processing_fee,1.03,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697036574910,#1580,2026-05-04T00:14:03Z,2026-05-04T00:13:59Z,PAID,76.2,USD,gid://shopify/OrderTransaction/9265234870462,SALE,SUCCESS,shopify_payments,2026-05-04T00:14:37Z,2026-05-04T00:14:37Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697060102334,#1581,2026-05-04T00:31:07Z,2026-05-04T00:31:04Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9265266131134,CAPTURE,SUCCESS,shopify_payments,2026-05-04T00:31:08Z,2026-05-04T00:31:08Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697100472510,#1582,2026-05-04T00:59:01Z,2026-05-04T00:58:57Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9265317478590,CAPTURE,SUCCESS,shopify_payments,2026-05-04T00:59:02Z,2026-05-04T00:59:02Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697148772542,#1583,2026-05-04T01:30:11Z,2026-05-04T01:30:08Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9265377083582,CAPTURE,SUCCESS,shopify_payments,2026-05-04T01:30:12Z,2026-05-04T01:30:12Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697310482622,#1584,2026-05-04T02:55:03Z,2026-05-04T02:54:58Z,PAID,23.2,USD,gid://shopify/OrderTransaction/9265577394366,CAPTURE,SUCCESS,shopify_payments,2026-05-04T02:55:04Z,2026-05-04T02:55:04Z,23.2,USD,processing_fee,0.88,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697448272062,#1586,2026-05-04T04:30:32Z,2026-05-04T04:30:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9265760272574,CAPTURE,SUCCESS,shopify_payments,2026-05-04T04:30:33Z,2026-05-04T04:30:33Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697499717822,#1587,2026-05-04T05:08:11Z,2026-05-04T05:08:05Z,PAID,63.28,USD,gid://shopify/OrderTransaction/9265830101182,CAPTURE,SUCCESS,shopify_payments,2026-05-04T05:08:12Z,2026-05-04T05:08:12Z,63.28,USD,processing_fee,1.88,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697594581182,#1588,2026-05-04T06:35:16Z,2026-05-04T06:35:13Z,REFUNDED,59.0,USD,gid://shopify/OrderTransaction/9265965236414,CAPTURE,SUCCESS,shopify_payments,2026-05-04T06:35:17Z,2026-05-04T06:35:17Z,59.0,USD,processing_fee,2.72,USD,0.0,USD,amex_international_card_not_present,,0.041
gid://shopify/Order/7697741971646,#1589,2026-05-04T09:10:52Z,2026-05-04T09:10:49Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9266199756990,CAPTURE,SUCCESS,shopify_payments,2026-05-04T09:10:53Z,2026-05-04T09:10:53Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7697942839486,#1590,2026-05-04T12:10:35Z,2026-05-04T12:10:31Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9266500960446,CAPTURE,SUCCESS,shopify_payments,2026-05-04T12:10:36Z,2026-05-04T12:10:36Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7698132664510,#1591,2026-05-04T13:41:39Z,2026-05-04T13:41:35Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9266754420926,CAPTURE,SUCCESS,shopify_payments,2026-05-04T13:41:40Z,2026-05-04T13:41:40Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7698199249086,#1592,2026-05-04T14:09:07Z,2026-05-04T14:09:03Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9266842796222,CAPTURE,SUCCESS,shopify_payments,2026-05-04T14:09:08Z,2026-05-04T14:09:08Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7698265145534,#1593,2026-05-04T14:37:04Z,2026-05-04T14:37:03Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9266927206590,CAPTURE,SUCCESS,shopify_payments,2026-05-04T14:37:05Z,2026-05-04T14:37:05Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7698298241214,#1594,2026-05-04T14:50:57Z,2026-05-04T14:50:56Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9266972721342,CAPTURE,SUCCESS,shopify_payments,2026-05-04T14:50:58Z,2026-05-04T14:50:58Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7698311676094,#1595,2026-05-04T14:56:53Z,2026-05-04T14:56:50Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9266990809278,CAPTURE,SUCCESS,shopify_payments,2026-05-04T14:56:54Z,2026-05-04T14:56:54Z,147.0,USD,processing_fee,4.86,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7698594693310,#1596,2026-05-04T16:11:28Z,2026-05-04T16:11:24Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9267253674174,CAPTURE,SUCCESS,shopify_payments,2026-05-04T16:11:32Z,2026-05-04T16:11:32Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7698642567358,#1597,2026-05-04T16:20:47Z,2026-05-04T16:20:42Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9267290800318,CAPTURE,SUCCESS,shopify_payments,2026-05-04T16:20:49Z,2026-05-04T16:20:49Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7698642567358,#1597,2026-05-04T16:20:47Z,2026-05-04T16:20:42Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9267291750590,SALE,SUCCESS,shopify_payments,2026-05-04T16:21:06Z,2026-05-04T16:21:06Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7698668355774,#1598,2026-05-04T16:25:28Z,2026-05-04T16:25:25Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9267309969598,CAPTURE,SUCCESS,shopify_payments,2026-05-04T16:25:29Z,2026-05-04T16:25:29Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7698674024638,#1599,2026-05-04T16:26:28Z,2026-05-04T16:26:24Z,PAID,149.6,USD,gid://shopify/OrderTransaction/9267313901758,SALE,SUCCESS,shopify_payments,2026-05-04T16:26:24Z,2026-05-04T16:26:24Z,149.6,USD,processing_fee,4.04,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7698902253758,#1600,2026-05-04T17:30:40Z,2026-05-04T17:30:32Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9267560939710,SALE,SUCCESS,shopify_payments,2026-05-04T17:30:32Z,2026-05-04T17:30:32Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7698955403454,#1601,2026-05-04T17:47:42Z,2026-05-04T17:47:38Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9267625590974,CAPTURE,SUCCESS,shopify_payments,2026-05-04T17:47:43Z,2026-05-04T17:47:43Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7698955403454,#1601,2026-05-04T17:47:42Z,2026-05-04T17:47:38Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9267626606782,SALE,SUCCESS,shopify_payments,2026-05-04T17:48:00Z,2026-05-04T17:48:00Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7699154731198,#1603,2026-05-04T18:54:13Z,2026-05-04T18:54:08Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9267852345534,CAPTURE,SUCCESS,shopify_payments,2026-05-04T18:54:14Z,2026-05-04T18:54:14Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7699180814526,#1604,2026-05-04T19:05:14Z,2026-05-04T19:05:11Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9267885736126,CAPTURE,SUCCESS,shopify_payments,2026-05-04T19:05:15Z,2026-05-04T19:05:15Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7699438633150,#1605,2026-05-04T20:50:25Z,2026-05-04T20:50:21Z,PAID,53.16,USD,gid://shopify/OrderTransaction/9268249034942,CAPTURE,SUCCESS,shopify_payments,2026-05-04T20:50:26Z,2026-05-04T20:50:26Z,53.16,USD,processing_fee,1.63,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7699486867646,#1606,2026-05-04T21:14:10Z,2026-05-04T21:14:07Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9268315979966,CAPTURE,SUCCESS,shopify_payments,2026-05-04T21:14:11Z,2026-05-04T21:14:11Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7699674202302,#1607,2026-05-04T22:58:32Z,2026-05-04T22:58:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9268580221118,CAPTURE,SUCCESS,shopify_payments,2026-05-04T22:58:33Z,2026-05-04T22:58:33Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
